"Título de trazado: 20759044_LDCapRG"
"N.º","Fecha Tiempo, GMT-05:00","Temp, °C (LGR S/N: 20759044, SEN S/N: 20759044)","Event, mm (LGR S/N: 20759044, SEN S/N: 20759044)","Acoplador adjunto (LGR S/N: 20759044)","Host conectado (LGR S/N: 20759044)","Acoplador separado (LGR S/N: 20759044)","Final de archivo (LGR S/N: 20759044)"
486,01/02/26 07:00:00 a.m.,3.893,,,,,
487,01/02/26 08:00:00 a.m.,14.900,,,,,
488,01/02/26 09:00:00 a.m.,17.950,,,,,
489,01/02/26 10:00:00 a.m.,19.567,,,,,
490,01/02/26 11:00:00 a.m.,20.234,,,,,
491,01/02/26 12:00:00 p.m.,20.424,,,,,
492,01/02/26 01:00:00 p.m.,18.426,,,,,
493,01/02/26 02:00:00 p.m.,20.234,,,,,
494,01/02/26 03:00:00 p.m.,18.521,,,,,
495,01/02/26 04:00:00 p.m.,16.903,,,,,
496,01/02/26 05:00:00 p.m.,15.473,,,,,
497,01/02/26 06:00:00 p.m.,6.877,,,,,
498,01/02/26 07:00:00 p.m.,3.049,,,,,
499,01/02/26 08:00:00 p.m.,3.049,,,,,
500,01/02/26 09:00:00 p.m.,2.624,,,,,
501,01/02/26 10:00:00 p.m.,1.764,,,,,
502,01/02/26 11:00:00 p.m.,1.439,,,,,
503,01/03/26 12:00:00 a.m.,1.112,,,,,
504,01/03/26 01:00:00 a.m.,0.893,,,,,
505,01/03/26 02:00:00 a.m.,0.563,,,,,
506,01/03/26 03:00:00 a.m.,0.674,,,,,
507,01/03/26 04:00:00 a.m.,1.003,,,,,
508,01/03/26 05:00:00 a.m.,1.221,,,,,
509,01/03/26 06:00:00 a.m.,4.415,,,,,
510,01/03/26 07:00:00 a.m.,5.450,,,,,
511,01/03/26 08:00:00 a.m.,7.582,,,,,
512,01/03/26 09:00:00 a.m.,16.141,,,,,
513,01/03/26 10:00:00 a.m.,16.141,,,,,
514,01/03/26 11:00:00 a.m.,18.140,,,,,
515,01/03/26 12:00:00 p.m.,16.713,,,,,
516,01/03/26 01:00:00 p.m.,20.329,,,,,
517,01/03/26 02:00:00 p.m.,23.196,,,,,
518,01/03/26 03:00:00 p.m.,20.043,,,,,
519,01/03/26 04:00:00 p.m.,19.758,,,,,
520,01/03/26 05:00:00 p.m.,10.161,,,,,
521,01/03/26 06:00:00 p.m.,7.882,,,,,
522,01/03/26 07:00:00 p.m.,3.788,,,,,
523,01/03/26 08:00:00 p.m.,3.578,,,,,
524,01/03/26 09:00:00 p.m.,4.727,,,,,
525,01/03/26 10:00:00 p.m.,3.788,,,,,
526,01/03/26 11:00:00 p.m.,1.980,,,,,
527,01/04/26 12:00:00 a.m.,0.784,,,,,
528,01/04/26 01:00:00 a.m.,0.453,,,,,
529,01/04/26 02:00:00 a.m.,0.232,,,,,
530,01/04/26 03:00:00 a.m.,-0.102,,,,,
531,01/04/26 04:00:00 a.m.,-0.213,,,,,
532,01/04/26 05:00:00 a.m.,0.010,,,,,
533,01/04/26 06:00:00 a.m.,-0.549,,,,,
534,01/04/26 07:00:00 a.m.,-0.102,,,,,
535,01/04/26 08:00:00 a.m.,9.768,,,,,
536,01/04/26 09:00:00 a.m.,19.092,,,,,
537,01/04/26 10:00:00 a.m.,20.234,,,,,
538,01/04/26 11:00:00 a.m.,15.855,,,,,
539,01/04/26 12:00:00 p.m.,18.806,,,,,
540,01/04/26 01:00:00 p.m.,14.517,,,,,
541,01/04/26 01:50:52 p.m.,,17.0,,,,
542,01/04/26 01:50:58 p.m.,,17.2,,,,
543,01/04/26 01:51:12 p.m.,,17.4,,,,
544,01/04/26 01:51:53 p.m.,,,Registrado,,,
545,01/04/26 01:52:39 p.m.,,,,Registrado,,
546,01/04/26 01:53:00 p.m.,,,,,Registrado,
547,01/04/26 01:53:02 p.m.,,,Registrado,,,
548,01/04/26 01:53:15 p.m.,,,,Registrado,,
549,01/04/26 01:53:43 p.m.,,,,Registrado,,
550,01/04/26 01:57:45 p.m.,,,,,Registrado,
551,01/04/26 01:58:16 p.m.,,17.6,,,,
552,01/04/26 02:00:00 p.m.,25.222,,,,,
553,01/04/26 03:00:00 p.m.,22.046,,,,,
554,01/04/26 03:27:19 p.m.,,17.8,,,,
555,01/04/26 03:29:08 p.m.,,,Registrado,,,
556,01/04/26 03:29:15 p.m.,,,,Registrado,,
557,01/04/26 03:30:02 p.m.,,,,Registrado,,
558,01/04/26 03:32:58 p.m.,,,,Registrado,,
559,01/04/26 03:36:42 p.m.,,,,Registrado,,
560,01/04/26 03:36:58 p.m.,,,,Registrado,,
561,01/04/26 03:37:14 p.m.,,,,Registrado,,
562,01/04/26 03:37:39 p.m.,,,,Registrado,,
563,01/04/26 03:37:47 p.m.,,,,Registrado,,
564,01/04/26 03:39:17 p.m.,,,,Registrado,,
565,01/04/26 03:45:05 p.m.,,,,,Registrado,
566,01/04/26 04:00:00 p.m.,20.519,,,,,
567,01/04/26 05:00:00 p.m.,14.613,,,,,
568,01/04/26 06:00:00 p.m.,8.581,,,,,
569,01/04/26 07:00:00 p.m.,5.962,,,,,
570,01/04/26 08:00:00 p.m.,4.415,,,,,
571,01/04/26 09:00:00 p.m.,3.367,,,,,
572,01/04/26 10:00:00 p.m.,3.893,,,,,
573,01/04/26 11:00:00 p.m.,4.207,,,,,
574,01/04/26 11:52:40 p.m.,,18.0,,,,
575,01/05/26 12:00:00 a.m.,5.347,,,,,
576,01/05/26 12:02:00 a.m.,,18.2,,,,
577,01/05/26 12:13:53 a.m.,,18.4,,,,
578,01/05/26 12:23:43 a.m.,,18.6,,,,
579,01/05/26 01:00:00 a.m.,4.102,,,,,
580,01/05/26 02:00:00 a.m.,1.872,,,,,
581,01/05/26 03:00:00 a.m.,1.548,,,,,
582,01/05/26 04:00:00 a.m.,1.548,,,,,
583,01/05/26 05:00:00 a.m.,1.112,,,,,
584,01/05/26 06:00:00 a.m.,0.453,,,,,
585,01/05/26 07:00:00 a.m.,1.980,,,,,
586,01/05/26 08:00:00 a.m.,5.860,,,,,
587,01/05/26 09:00:00 a.m.,13.076,,,,,
588,01/05/26 10:00:00 a.m.,13.750,,,,,
589,01/05/26 11:00:00 a.m.,13.365,,,,,
590,01/05/26 12:00:00 p.m.,17.950,,,,,
591,01/05/26 01:00:00 p.m.,19.853,,,,,
592,01/05/26 02:00:00 p.m.,15.378,,,,,
593,01/05/26 02:14:05 p.m.,,18.8,,,,
594,01/05/26 02:33:47 p.m.,,19.0,,,,
595,01/05/26 03:00:00 p.m.,9.669,,,,,
596,01/05/26 03:16:14 p.m.,,19.2,,,,
597,01/05/26 03:19:25 p.m.,,19.4,,,,
598,01/05/26 03:37:27 p.m.,,19.6,,,,
599,01/05/26 04:00:00 p.m.,9.965,,,,,
600,01/05/26 04:08:11 p.m.,,19.8,,,,
601,01/05/26 05:00:00 p.m.,8.879,,,,,
602,01/05/26 06:00:00 p.m.,7.782,,,,,
603,01/05/26 07:00:00 p.m.,6.877,,,,,
604,01/05/26 08:00:00 p.m.,6.370,,,,,
605,01/05/26 08:07:28 p.m.,,20.0,,,,
606,01/05/26 08:12:08 p.m.,,20.2,,,,
607,01/05/26 08:49:20 p.m.,,20.4,,,,
608,01/05/26 09:00:00 p.m.,6.064,,,,,
609,01/05/26 09:01:16 p.m.,,20.6,,,,
610,01/05/26 09:13:22 p.m.,,20.8,,,,
611,01/05/26 10:00:00 p.m.,6.064,,,,,
612,01/05/26 10:13:10 p.m.,,21.0,,,,
613,01/05/26 11:00:00 p.m.,5.655,,,,,
614,01/06/26 12:00:00 a.m.,5.037,,,,,
615,01/06/26 01:00:00 a.m.,4.311,,,,,
616,01/06/26 02:00:00 a.m.,4.623,,,,,
617,01/06/26 02:29:13 a.m.,,21.2,,,,
618,01/06/26 02:34:56 a.m.,,21.4,,,,
619,01/06/26 02:37:52 a.m.,,21.6,,,,
620,01/06/26 02:39:49 a.m.,,21.8,,,,
621,01/06/26 02:42:09 a.m.,,22.0,,,,
622,01/06/26 02:44:38 a.m.,,22.2,,,,
623,01/06/26 02:49:17 a.m.,,22.4,,,,
624,01/06/26 02:52:47 a.m.,,22.6,,,,
625,01/06/26 02:57:23 a.m.,,22.8,,,,
626,01/06/26 02:59:46 a.m.,,23.0,,,,
627,01/06/26 03:00:00 a.m.,4.831,,,,,
628,01/06/26 03:03:13 a.m.,,23.2,,,,
629,01/06/26 03:05:50 a.m.,,23.4,,,,
630,01/06/26 03:09:46 a.m.,,23.6,,,,
631,01/06/26 03:11:39 a.m.,,23.8,,,,
632,01/06/26 03:13:29 a.m.,,24.0,,,,
633,01/06/26 03:14:39 a.m.,,24.2,,,,
634,01/06/26 03:16:09 a.m.,,24.4,,,,
635,01/06/26 03:17:21 a.m.,,24.6,,,,
636,01/06/26 03:18:49 a.m.,,24.8,,,,
637,01/06/26 03:19:49 a.m.,,25.0,,,,
638,01/06/26 03:21:00 a.m.,,25.2,,,,
639,01/06/26 03:21:56 a.m.,,25.4,,,,
640,01/06/26 03:23:04 a.m.,,25.6,,,,
641,01/06/26 03:23:37 a.m.,,25.8,,,,
642,01/06/26 03:24:39 a.m.,,26.0,,,,
643,01/06/26 03:25:24 a.m.,,26.2,,,,
644,01/06/26 03:27:00 a.m.,,26.4,,,,
645,01/06/26 03:28:24 a.m.,,26.6,,,,
646,01/06/26 03:30:52 a.m.,,26.8,,,,
647,01/06/26 03:32:42 a.m.,,27.0,,,,
648,01/06/26 03:34:59 a.m.,,27.2,,,,
649,01/06/26 03:37:25 a.m.,,27.4,,,,
650,01/06/26 04:00:00 a.m.,3.998,,,,,
651,01/06/26 04:23:55 a.m.,,27.6,,,,
652,01/06/26 04:58:54 a.m.,,27.8,,,,
653,01/06/26 05:00:00 a.m.,3.998,,,,,
654,01/06/26 05:56:26 a.m.,,28.0,,,,
655,01/06/26 06:00:00 a.m.,4.102,,,,,
656,01/06/26 06:21:51 a.m.,,28.2,,,,
657,01/06/26 07:00:00 a.m.,4.311,,,,,
658,01/06/26 08:00:00 a.m.,6.674,,,,,
659,01/06/26 09:00:00 a.m.,10.063,,,,,
660,01/06/26 09:58:17 a.m.,,28.4,,,,
661,01/06/26 10:00:00 a.m.,15.091,,,,,
662,01/06/26 11:00:00 a.m.,17.475,,,,,
663,01/06/26 12:00:00 p.m.,20.043,,,,,
664,01/06/26 01:00:00 p.m.,11.916,,,,,
665,01/06/26 02:00:00 p.m.,10.748,,,,,
666,01/06/26 03:00:00 p.m.,12.207,,,,,
667,01/06/26 04:00:00 p.m.,11.431,,,,,
668,01/06/26 04:22:12 p.m.,,28.6,,,,
669,01/06/26 04:32:28 p.m.,,28.8,,,,
670,01/06/26 04:33:08 p.m.,,29.0,,,,
671,01/06/26 04:33:56 p.m.,,29.2,,,,
672,01/06/26 04:34:30 p.m.,,29.4,,,,
673,01/06/26 04:35:28 p.m.,,29.6,,,,
674,01/06/26 04:36:25 p.m.,,29.8,,,,
675,01/06/26 04:38:23 p.m.,,30.0,,,,
676,01/06/26 04:40:12 p.m.,,30.2,,,,
677,01/06/26 04:43:53 p.m.,,30.4,,,,
678,01/06/26 04:46:31 p.m.,,30.6,,,,
679,01/06/26 04:49:11 p.m.,,30.8,,,,
680,01/06/26 04:51:17 p.m.,,31.0,,,,
681,01/06/26 04:53:15 p.m.,,31.2,,,,
682,01/06/26 04:54:39 p.m.,,31.4,,,,
683,01/06/26 04:57:13 p.m.,,31.6,,,,
684,01/06/26 05:00:00 p.m.,6.978,,,,,
685,01/06/26 05:00:33 p.m.,,31.8,,,,
686,01/06/26 05:06:30 p.m.,,32.0,,,,
687,01/06/26 05:10:05 p.m.,,32.2,,,,
688,01/06/26 05:15:12 p.m.,,32.4,,,,
689,01/06/26 05:25:28 p.m.,,32.6,,,,
690,01/06/26 06:00:00 p.m.,6.573,,,,,
691,01/06/26 06:13:30 p.m.,,32.8,,,,
692,01/06/26 06:35:27 p.m.,,33.0,,,,
693,01/06/26 07:00:00 p.m.,5.962,,,,,
694,01/06/26 08:00:00 p.m.,5.141,,,,,
695,01/06/26 09:00:00 p.m.,3.578,,,,,
696,01/06/26 10:00:00 p.m.,2.195,,,,,
697,01/06/26 11:00:00 p.m.,0.784,,,,,
698,01/06/26 11:14:42 p.m.,,33.2,,,,
699,01/07/26 12:00:00 a.m.,0.674,,,,,
700,01/07/26 01:00:00 a.m.,1.548,,,,,
701,01/07/26 02:00:00 a.m.,3.472,,,,,
702,01/07/26 03:00:00 a.m.,3.155,,,,,
703,01/07/26 04:00:00 a.m.,3.788,,,,,
704,01/07/26 05:00:00 a.m.,4.623,,,,,
705,01/07/26 06:00:00 a.m.,4.623,,,,,
706,01/07/26 07:00:00 a.m.,5.141,,,,,
707,01/07/26 08:00:00 a.m.,7.079,,,,,
708,01/07/26 09:00:00 a.m.,11.139,,,,,
709,01/07/26 10:00:00 a.m.,17.950,,,,,
710,01/07/26 11:00:00 a.m.,19.853,,,,,
711,01/07/26 12:00:00 p.m.,17.855,,,,,
712,01/07/26 01:00:00 p.m.,18.140,,,,,
713,01/07/26 02:00:00 p.m.,17.475,,,,,
714,01/07/26 03:00:00 p.m.,15.664,,,,,
715,01/07/26 04:00:00 p.m.,13.654,,,,,
716,01/07/26 05:00:00 p.m.,13.076,,,,,
717,01/07/26 06:00:00 p.m.,7.983,,,,,
718,01/07/26 07:00:00 p.m.,4.831,,,,,
719,01/07/26 08:00:00 p.m.,2.517,,,,,
720,01/07/26 09:00:00 p.m.,4.102,,,,,
721,01/07/26 10:00:00 p.m.,4.311,,,,,
722,01/07/26 11:00:00 p.m.,3.788,,,,,
723,01/08/26 12:00:00 a.m.,2.303,,,,,
724,01/08/26 01:00:00 a.m.,1.439,,,,,
725,01/08/26 02:00:00 a.m.,0.343,,,,,
726,01/08/26 03:00:00 a.m.,1.112,,,,,
727,01/08/26 04:00:00 a.m.,1.112,,,,,
728,01/08/26 05:00:00 a.m.,1.221,,,,,
729,01/08/26 06:00:00 a.m.,0.232,,,,,
730,01/08/26 07:00:00 a.m.,1.656,,,,,
731,01/08/26 08:00:00 a.m.,11.722,,,,,
732,01/08/26 09:00:00 a.m.,12.690,,,,,
733,01/08/26 10:00:00 a.m.,21.282,,,,,
734,01/08/26 11:00:00 a.m.,15.187,,,,,
735,01/08/26 12:00:00 p.m.,21.760,,,,,
736,01/08/26 01:00:00 p.m.,12.401,,,,,
737,01/08/26 02:00:00 p.m.,17.189,,,,,
738,01/08/26 03:00:00 p.m.,17.379,,,,,
739,01/08/26 04:00:00 p.m.,20.615,,,,,
740,01/08/26 05:00:00 p.m.,12.207,,,,,
741,01/08/26 06:00:00 p.m.,6.268,,,,,
742,01/08/26 07:00:00 p.m.,6.573,,,,,
743,01/08/26 08:00:00 p.m.,4.207,,,,,
744,01/08/26 09:00:00 p.m.,2.195,,,,,
745,01/08/26 10:00:00 p.m.,1.656,,,,,
746,01/08/26 11:00:00 p.m.,3.367,,,,,
747,01/09/26 12:00:00 a.m.,3.893,,,,,
748,01/09/26 01:00:00 a.m.,5.347,,,,,
749,01/09/26 02:00:00 a.m.,3.788,,,,,
750,01/09/26 03:00:00 a.m.,4.102,,,,,
751,01/09/26 04:00:00 a.m.,2.730,,,,,
752,01/09/26 05:00:00 a.m.,0.893,,,,,
753,01/09/26 06:00:00 a.m.,1.872,,,,,
754,01/09/26 07:00:00 a.m.,1.764,,,,,
755,01/09/26 08:00:00 a.m.,5.757,,,,,
756,01/09/26 08:34:44 a.m.,,33.4,,,,
757,01/09/26 08:43:02 a.m.,,33.6,,,,
758,01/09/26 08:46:08 a.m.,,33.8,,,,
759,01/09/26 08:49:40 a.m.,,34.0,,,,
760,01/09/26 08:50:40 a.m.,,34.2,,,,
761,01/09/26 08:51:57 a.m.,,34.4,,,,
762,01/09/26 08:52:50 a.m.,,34.6,,,,
763,01/09/26 08:53:44 a.m.,,34.8,,,,
764,01/09/26 08:54:11 a.m.,,35.0,,,,
765,01/09/26 08:54:50 a.m.,,35.2,,,,
766,01/09/26 08:55:30 a.m.,,35.4,,,,
767,01/09/26 08:56:52 a.m.,,35.6,,,,
768,01/09/26 08:57:44 a.m.,,35.8,,,,
769,01/09/26 08:58:57 a.m.,,36.0,,,,
770,01/09/26 08:59:53 a.m.,,36.2,,,,
771,01/09/26 09:00:00 a.m.,5.244,,,,,
772,01/09/26 09:01:15 a.m.,,36.4,,,,
773,01/09/26 09:02:09 a.m.,,36.6,,,,
774,01/09/26 09:03:28 a.m.,,36.8,,,,
775,01/09/26 09:04:26 a.m.,,37.0,,,,
776,01/09/26 09:05:51 a.m.,,37.2,,,,
777,01/09/26 09:07:23 a.m.,,37.4,,,,
778,01/09/26 09:09:37 a.m.,,37.6,,,,
779,01/09/26 09:10:48 a.m.,,37.8,,,,
780,01/09/26 09:12:39 a.m.,,38.0,,,,
781,01/09/26 09:14:01 a.m.,,38.2,,,,
782,01/09/26 09:15:48 a.m.,,38.4,,,,
783,01/09/26 09:17:16 a.m.,,38.6,,,,
784,01/09/26 09:19:45 a.m.,,38.8,,,,
785,01/09/26 09:21:32 a.m.,,39.0,,,,
786,01/09/26 09:23:35 a.m.,,39.2,,,,
787,01/09/26 09:25:02 a.m.,,39.4,,,,
788,01/09/26 09:27:13 a.m.,,39.6,,,,
789,01/09/26 09:29:28 a.m.,,39.8,,,,
790,01/09/26 09:32:38 a.m.,,40.0,,,,
791,01/09/26 09:34:13 a.m.,,40.2,,,,
792,01/09/26 09:37:14 a.m.,,40.4,,,,
793,01/09/26 09:39:57 a.m.,,40.6,,,,
794,01/09/26 09:43:36 a.m.,,40.8,,,,
795,01/09/26 09:47:55 a.m.,,41.0,,,,
796,01/09/26 09:54:44 a.m.,,41.2,,,,
797,01/09/26 10:00:00 a.m.,4.207,,,,,
798,01/09/26 10:02:07 a.m.,,41.4,,,,
799,01/09/26 10:07:50 a.m.,,41.6,,,,
800,01/09/26 10:13:07 a.m.,,41.8,,,,
801,01/09/26 10:20:19 a.m.,,42.0,,,,
802,01/09/26 10:23:51 a.m.,,42.2,,,,
803,01/09/26 10:29:21 a.m.,,42.4,,,,
804,01/09/26 10:37:07 a.m.,,42.6,,,,
805,01/09/26 10:49:42 a.m.,,42.8,,,,
806,01/09/26 10:56:12 a.m.,,43.0,,,,
807,01/09/26 11:00:00 a.m.,5.037,,,,,
808,01/09/26 11:26:20 a.m.,,43.2,,,,
809,01/09/26 11:31:25 a.m.,,43.4,,,,
810,01/09/26 12:00:00 p.m.,9.472,,,,,
811,01/09/26 01:00:00 p.m.,9.965,,,,,
812,01/09/26 02:00:00 p.m.,12.304,,,,,
813,01/09/26 03:00:00 p.m.,12.304,,,,,
814,01/09/26 04:00:00 p.m.,11.528,,,,,
815,01/09/26 05:00:00 p.m.,11.528,,,,,
816,01/09/26 06:00:00 p.m.,7.079,,,,,
817,01/09/26 07:00:00 p.m.,3.893,,,,,
818,01/09/26 08:00:00 p.m.,2.410,,,,,
819,01/09/26 09:00:00 p.m.,2.195,,,,,
820,01/09/26 10:00:00 p.m.,2.088,,,,,
821,01/09/26 11:00:00 p.m.,4.102,,,,,
822,01/10/26 12:00:00 a.m.,3.578,,,,,
823,01/10/26 01:00:00 a.m.,3.578,,,,,
824,01/10/26 02:00:00 a.m.,3.893,,,,,
825,01/10/26 03:00:00 a.m.,2.410,,,,,
826,01/10/26 04:00:00 a.m.,2.943,,,,,
827,01/10/26 05:00:00 a.m.,3.788,,,,,
828,01/10/26 06:00:00 a.m.,4.934,,,,,
829,01/10/26 07:00:00 a.m.,5.962,,,,,
830,01/10/26 08:00:00 a.m.,8.879,,,,,
831,01/10/26 09:00:00 a.m.,10.259,,,,,
832,01/10/26 10:00:00 a.m.,17.475,,,,,
833,01/10/26 11:00:00 a.m.,14.613,,,,,
834,01/10/26 12:00:00 p.m.,17.379,,,,,
835,01/10/26 01:00:00 p.m.,13.173,,,,,
836,01/10/26 02:00:00 p.m.,13.269,,,,,
837,01/10/26 03:00:00 p.m.,17.665,,,,,
838,01/10/26 04:00:00 p.m.,19.092,,,,,
839,01/10/26 05:00:00 p.m.,12.401,,,,,
840,01/10/26 06:00:00 p.m.,8.481,,,,,
841,01/10/26 07:00:00 p.m.,3.788,,,,,
842,01/10/26 08:00:00 p.m.,2.088,,,,,
843,01/10/26 09:00:00 p.m.,2.088,,,,,
844,01/10/26 10:00:00 p.m.,2.517,,,,,
845,01/10/26 11:00:00 p.m.,1.980,,,,,
846,01/11/26 12:00:00 a.m.,3.472,,,,,
847,01/11/26 01:00:00 a.m.,2.730,,,,,
848,01/11/26 02:00:00 a.m.,3.893,,,,,
849,01/11/26 03:00:00 a.m.,3.261,,,,,
850,01/11/26 04:00:00 a.m.,4.519,,,,,
851,01/11/26 05:00:00 a.m.,4.415,,,,,
852,01/11/26 06:00:00 a.m.,3.049,,,,,
853,01/11/26 07:00:00 a.m.,3.998,,,,,
854,01/11/26 08:00:00 a.m.,7.079,,,,,
855,01/11/26 09:00:00 a.m.,13.750,,,,,
856,01/11/26 10:00:00 a.m.,13.365,,,,,
857,01/11/26 11:00:00 a.m.,14.900,,,,,
858,01/11/26 12:00:00 p.m.,15.760,,,,,
859,01/11/26 01:00:00 p.m.,13.750,,,,,
860,01/11/26 02:00:00 p.m.,12.110,,,,,
861,01/11/26 03:00:00 p.m.,14.996,,,,,
862,01/11/26 04:00:00 p.m.,11.334,,,,,
863,01/11/26 05:00:00 p.m.,10.455,,,,,
864,01/11/26 06:00:00 p.m.,7.682,,,,,
865,01/11/26 07:00:00 p.m.,5.860,,,,,
866,01/11/26 08:00:00 p.m.,5.757,,,,,
867,01/11/26 09:00:00 p.m.,5.450,,,,,
868,01/11/26 10:00:00 p.m.,4.727,,,,,
869,01/11/26 11:00:00 p.m.,3.578,,,,,
870,01/12/26 12:00:00 a.m.,3.472,,,,,
871,01/12/26 01:00:00 a.m.,2.837,,,,,
872,01/12/26 02:00:00 a.m.,1.980,,,,,
873,01/12/26 03:00:00 a.m.,3.788,,,,,
874,01/12/26 04:00:00 a.m.,4.102,,,,,
875,01/12/26 05:00:00 a.m.,1.548,,,,,
876,01/12/26 06:00:00 a.m.,1.330,,,,,
877,01/12/26 07:00:00 a.m.,1.980,,,,,
878,01/12/26 08:00:00 a.m.,14.517,,,,,
879,01/12/26 09:00:00 a.m.,13.846,,,,,
880,01/12/26 10:00:00 a.m.,18.045,,,,,
881,01/12/26 11:00:00 a.m.,15.282,,,,,
882,01/12/26 12:00:00 p.m.,14.613,,,,,
883,01/12/26 01:00:00 p.m.,19.853,,,,,
884,01/12/26 02:00:00 p.m.,19.282,,,,,
885,01/12/26 03:00:00 p.m.,16.618,,,,,
886,01/12/26 04:00:00 p.m.,13.269,,,,,
887,01/12/26 05:00:00 p.m.,11.916,,,,,
888,01/12/26 06:00:00 p.m.,9.077,,,,,
889,01/12/26 07:00:00 p.m.,7.682,,,,,
890,01/12/26 08:00:00 p.m.,7.179,,,,,
891,01/12/26 09:00:00 p.m.,7.079,,,,,
892,01/12/26 10:00:00 p.m.,4.623,,,,,
893,01/12/26 11:00:00 p.m.,3.049,,,,,
894,01/13/26 12:00:00 a.m.,2.303,,,,,
895,01/13/26 01:00:00 a.m.,2.624,,,,,
896,01/13/26 02:00:00 a.m.,2.730,,,,,
897,01/13/26 03:00:00 a.m.,3.893,,,,,
898,01/13/26 04:00:00 a.m.,2.088,,,,,
899,01/13/26 05:00:00 a.m.,1.003,,,,,
900,01/13/26 06:00:00 a.m.,2.410,,,,,
901,01/13/26 07:00:00 a.m.,3.788,,,,,
902,01/13/26 08:00:00 a.m.,6.370,,,,,
903,01/13/26 09:00:00 a.m.,13.076,,,,,
904,01/13/26 09:23:21 a.m.,,43.6,,,,
905,01/13/26 09:23:48 a.m.,,,Registrado,,,
906,01/13/26 09:24:59 a.m.,,,,Registrado,,
907,01/13/26 09:25:06 a.m.,,,,,Registrado,
908,01/13/26 09:25:36 a.m.,,,Registrado,,,
909,01/13/26 09:25:37 a.m.,,,,Registrado,,
910,01/13/26 09:25:45 a.m.,,,,,Registrado,
911,01/13/26 09:26:06 a.m.,,,Registrado,,,
912,01/13/26 09:26:13 a.m.,,,,Registrado,,
913,01/13/26 09:26:21 a.m.,,,,Registrado,,
914,01/13/26 09:26:53 a.m.,,,,,Registrado,
915,01/13/26 09:26:55 a.m.,,,Registrado,,,
916,01/13/26 09:27:10 a.m.,,,,Registrado,,
917,01/13/26 09:27:17 a.m.,,,,Registrado,,
918,01/13/26 09:28:16 a.m.,,,,Registrado,,
919,01/13/26 09:28:56 a.m.,,,,Registrado,,
920,01/13/26 09:30:46 a.m.,,,,,Registrado,
921,01/13/26 09:30:50 a.m.,,,Registrado,,,
922,01/13/26 09:31:07 a.m.,,43.6,,Registrado,,Registrado
